CLAVE_ENTIDAD;ENTIDAD_FEDERATIVA;city;lat;lng;CLAVE_ENTIDAD;country;iso2;admin_name;capital;population;population_proper
;;Ozuluama de Mascareñas;21.6667;-97.85;Mexico;MX;;Veracruz;minor;3439;3439
;;General Enrique Estrada;23;-102.7333;Mexico;MX;;Zacatecas;minor;3436;3436
;;Santa Cruz Mixtepec;16.8;-96.8667;Mexico;MX;;Oaxaca;minor;3425;3425
;;Puerto Vallarta;20.6667;-105.2667;Mexico;MX;;Jalisco;minor;221200;203342
;;Santa María Ecatepec;16.2833;-95.8833;Mexico;MX;;Oaxaca;minor;3353;3353
;;San Raymundo Jalpam;16.9667;-96.7333;Mexico;MX;;Oaxaca;minor;3336;3336
;;Chamula;16.7875;-92.6892;Mexico;MX;7;Chiapas;minor;3329;3329
;;Santiago Llano Grande;16.5;-98.2833;Mexico;MX;;Oaxaca;minor;3284;3284
;;San Juán Lachigalla;16.6;-96.5333;Mexico;MX;;Oaxaca;minor;3277;3277
;;Amatlán de Cañas;20.8;-104.4;Mexico;MX;;Nayarit;minor;3275;3275
;;Cenotillo;20.9656;-88.6025;Mexico;MX;;Yucatán;minor;3272;3272
;;San José Lachiguirí;16.3667;-96.35;Mexico;MX;;Oaxaca;minor;3251;3251
;;Aporo;19.6697;-100.4097;Mexico;MX;;Michoacán de Ocampo;minor;3218;3218
;;San Juan Guelavía;16.95;-96.5333;Mexico;MX;;Oaxaca;minor;3212;3212
;;Zináparo;20.1667;-102;Mexico;MX;;Michoacán de Ocampo;minor;3200;3200
;;San Miguel Coatlán;16.2;-96.7;Mexico;MX;;Oaxaca;minor;3178;3178
;;Magdalena Jaltepec;17.3167;-97.2167;Mexico;MX;;Oaxaca;minor;3149;3149
;;Antiguo Morelos;22.5497;-99.0847;Mexico;MX;;Tamaulipas;minor;3104;3104
;;Santiago Xanica;16;-96.2333;Mexico;MX;;Oaxaca;minor;3101;3101
;;Santiago Texcalcingo;18.2;-96.9667;Mexico;MX;;Oaxaca;minor;3098;3098
;;Palizada;18.2546;-92.0915;Mexico;MX;4;Campeche;minor;3089;3089
;;Santiago Camotlán;17.45;-96.1833;Mexico;MX;;Oaxaca;minor;3082;3082
;;Cochoapa el Grande;17.2;-98.45;Mexico;MX;12;Guerrero;minor;;
;;Trinidad Zaachila;16.9167;-96.8;Mexico;MX;;Oaxaca;minor;3032;3032
;;Guadalupe;31.3897;-106.1014;Mexico;MX;8;Chihuahua;minor;3022;3022
;;Yaxcabá;20.5481;-88.8272;Mexico;MX;;Yucatán;minor;3007;3007
;;San Baltazar Loxicha;16.0833;-96.7833;Mexico;MX;;Oaxaca;minor;2996;2996
;;Santo Domingo Tomaltepec;17.0667;-96.6167;Mexico;MX;;Oaxaca;minor;2988;2988
;;San Andrés Duraznal;17.1333;-92.8083;Mexico;MX;7;Chiapas;minor;2987;2987
;;Santa María Coyotepec;16.9833;-96.7;Mexico;MX;;Oaxaca;minor;2971;2971
;;San Vicente Lachixío;16.7;-97.0167;Mexico;MX;;Oaxaca;minor;2961;2961
;;Santiago Tilantongo;17.25;-97.2833;Mexico;MX;;Oaxaca;minor;2956;2956
;;Ciénega de Zimatlán;16.8833;-96.7667;Mexico;MX;;Oaxaca;minor;2953;2953
;;Cocula;18.2333;-99.6667;Mexico;MX;12;Guerrero;minor;;
;;Santa María Zoquitlán;16.55;-96.3833;Mexico;MX;;Oaxaca;minor;2939;2939
;;San Andrés Tenejapan;18.7833;-97.1;Mexico;MX;;Veracruz;minor;2921;2921
;;Las Minas;19.7045;-97.147;Mexico;MX;;Veracruz;minor;2920;2920
;;San Juan Petlapa;17.4667;-96.0333;Mexico;MX;;Oaxaca;minor;2919;2919
;;Santa Gertrudis;16.7833;-96.8;Mexico;MX;;Oaxaca;minor;2914;2914
;;Pedro Celestino Negrete;24.726;-102.984;Mexico;MX;;Durango;;43447;43447
;;Nautla;20.2167;-96.7833;Mexico;MX;;Veracruz;minor;2890;2417
;;Pluma Hidalgo;15.9258;-96.4178;Mexico;MX;;Oaxaca;minor;2871;2871
;;San Simón Almolongas;16.4;-96.7167;Mexico;MX;;Oaxaca;minor;2820;2820
;;Yaxe;16.7167;-96.4667;Mexico;MX;;Oaxaca;minor;2789;2789
;;Calotmul;21.0189;-88.1769;Mexico;MX;;Yucatán;minor;2764;2764
;;San Lorenzo Albarradas;16.9;-96.25;Mexico;MX;;Oaxaca;minor;2723;2723
;;Coixtlahuaca;17.7167;-97.3167;Mexico;MX;;Oaxaca;minor;2687;2687
;;San Sebastián Coatlán;16.2;-96.8333;Mexico;MX;;Oaxaca;minor;2678;2678
;;San Miguel Mixtepec;16.7833;-96.9833;Mexico;MX;;Oaxaca;minor;2644;2644
;;La Pe;16.6333;-96.8;Mexico;MX;;Oaxaca;minor;2632;2632
;;San Juan Teitipac;16.9333;-96.6;Mexico;MX;;Oaxaca;minor;2619;2619
;;Matamoros;26.7625;-105.5847;Mexico;MX;8;Chihuahua;minor;2615;2615
;;Ucú;21.0308;-89.7469;Mexico;MX;;Yucatán;minor;2601;2601
;;Santiago Ayuquililla;17.9342;-97.9581;Mexico;MX;;Oaxaca;minor;2583;2583
;;Chalma;21.2167;-98.4;Mexico;MX;;Veracruz;minor;2555;2555
;;Asunción Ocotlán;16.7589;-96.7189;Mexico;MX;;Oaxaca;minor;2550;2550
;;San Jerónimo Sosola;17.3667;-97.0333;Mexico;MX;;Oaxaca;minor;2517;2517
;;San Baltazar Chichicapam;16.7667;-96.4833;Mexico;MX;;Oaxaca;minor;2494;2494
;;San Ildefonso Amatlán;16.3333;-96.4833;Mexico;MX;;Oaxaca;minor;2407;2407
;;Santa Inés del Monte;16.9333;-96.85;Mexico;MX;;Oaxaca;minor;2372;2372
;;Texcaltitlán;18.9297;-99.9372;Mexico;MX;;México;minor;2361;2361
;;Ahuehuetitlán;17.6667;-98.3167;Mexico;MX;;Oaxaca;minor;2360;2360
;;Rodeo;25.1786;-104.5595;Mexico;MX;;Durango;minor;;
;;San Bartolomé Loxícha;15.9667;-96.7;Mexico;MX;;Oaxaca;minor;2337;2337
;;San Martín Itunyoso;17.2333;-97.8833;Mexico;MX;;Oaxaca;minor;2298;2298
;;Sunuapa;17.4833;-93.25;Mexico;MX;7;Chiapas;minor;2283;2283
;;Villa Talea de Castro;17.3617;-96.2483;Mexico;MX;;Oaxaca;minor;2279;2279
;;Coetzala;18.7833;-96.9167;Mexico;MX;;Veracruz;minor;2236;2236
;;Valle de Zaragoza;27.4572;-105.8108;Mexico;MX;8;Chihuahua;minor;2223;2223
;;López;27;-105.0333;Mexico;MX;8;Chihuahua;minor;2184;2148
;;Praxedis G. Guerrero;31.3728;-106.0056;Mexico;MX;8;Chihuahua;minor;2128;2128
;;Santa Cruz Papalutla;16.95;-96.5833;Mexico;MX;;Oaxaca;minor;2127;2127
;;Tampico Alto;22.1167;-97.8;Mexico;MX;;Veracruz;minor;2126;2126
;;San Andrés Dinicuiti;17.6833;-97.7333;Mexico;MX;;Oaxaca;minor;2112;2112
;;Tinum;20.7664;-88.3917;Mexico;MX;;Yucatán;minor;2111;2111
;;Bachíniva;28.7686;-107.2536;Mexico;MX;8;Chihuahua;minor;2109;2109
;;Chicahua;17.6333;-97.2;Mexico;MX;;Oaxaca;minor;2097;2097
;;Santiago Yolomécatl;17.4833;-97.5667;Mexico;MX;;Oaxaca;minor;2090;2090
;;Balleza;26.95;-106.35;Mexico;MX;8;Chihuahua;minor;2087;2087
;;San Mateo Piñas;16;-96.3333;Mexico;MX;;Oaxaca;minor;2084;2084
;;Santa Ana del Valle;16.9931;-96.4714;Mexico;MX;;Oaxaca;minor;2067;2067
;;Témoris;27.2667;-108.25;Mexico;MX;8;Chihuahua;minor;2053;2053
;;San Bernardo;25.9833;-105.55;Mexico;MX;;Durango;minor;700;700
;;Mococha;21.1056;-89.4514;Mexico;MX;;Yucatán;minor;2042;2042
;;Camarón de Tejeda;19.0167;-96.6167;Mexico;MX;;Veracruz;minor;2019;2019
;;Santiago Tenango;17.3167;-97;Mexico;MX;;Oaxaca;minor;1995;1995
;;San Sebastian Teitipac;16.9519;-96.6143;Mexico;MX;;Oaxaca;minor;1967;1967
;;Santa Ana Tlapacoyan;16.75;-96.8167;Mexico;MX;;Oaxaca;minor;1950;1950
;;San Francisco Ozolotepec;16.0667;-96.2167;Mexico;MX;;Oaxaca;minor;1940;1940
;;Chínipas;27.4;-108.5333;Mexico;MX;8;Chihuahua;minor;1934;1934
;;San Jerónimo Taviche;16.7167;-96.5833;Mexico;MX;;Oaxaca;minor;1934;1934
;;San Sebastián Abasolo;16.9833;-96.5833;Mexico;MX;;Oaxaca;minor;1933;1933
;;Santa Catarina Quiané;16.8833;-96.7333;Mexico;MX;;Oaxaca;minor;1931;1931
;;Santa María Quiegolani;16.2667;-96.05;Mexico;MX;;Oaxaca;minor;1924;1924
;;Villa Hidalgo;17.1833;-96.1833;Mexico;MX;;Oaxaca;minor;1917;1917
;;Iturbide;24.7253;-99.9;Mexico;MX;;Nuevo León;minor;1896;1896
;;El Tule;27.0333;-106.3;Mexico;MX;8;Chihuahua;minor;1869;1869
;;Quitupan;19.9273;-102.8727;Mexico;MX;;Jalisco;minor;;
;;Santa María Lachixío;16.7167;-97.0167;Mexico;MX;;Oaxaca;minor;1844;1844
;;Temósachic;28.9533;-107.8306;Mexico;MX;8;Chihuahua;minor;1841;1841
;;Aculco;20.0983;-99.8269;Mexico;MX;;México;minor;1823;1823
;;San Martín Tilcajete;16.8589;-96.695;Mexico;MX;;Oaxaca;minor;1821;1821
;;Santiago Nuyoó;17.0167;-97.7667;Mexico;MX;;Oaxaca;minor;1820;1820
;;San Juan Coatzóspam;18.05;-96.75;Mexico;MX;;Oaxaca;minor;1808;1808
;;Moris;28.1492;-108.5194;Mexico;MX;8;Chihuahua;minor;1799;1799
;;Julimes;28.4333;-105.4;Mexico;MX;8;Chihuahua;minor;1795;1795
;;San Agustín Atenango;17.6;-98.0167;Mexico;MX;;Oaxaca;minor;1760;1760
;;Namiquipa;29.2503;-107.4092;Mexico;MX;8;Chihuahua;minor;1752;1752
;;San Francisco del Mezquital;23.4733;-104.3958;Mexico;MX;;Durango;minor;1742;1742
;;Aconchi;29.8167;-110.2167;Mexico;MX;;Sonora;minor;1741;1741
;;San Lucas Quiavini;16.9;-96.4667;Mexico;MX;;Oaxaca;minor;1736;1736
;;San Francisco Sola;16.5;-96.9667;Mexico;MX;;Oaxaca;minor;1731;1731
;;Telchac Puerto;21.35;-89.2667;Mexico;MX;;Yucatán;minor;1722;1722
;;Santa María Apazco;17.6333;-97.1333;Mexico;MX;;Oaxaca;minor;1720;1720
;;Arizpe;30.3308;-110.1692;Mexico;MX;;Sonora;minor;1718;1718
;;San Juan de Guadalupe;24.6167;-102.7667;Mexico;MX;;Durango;minor;1712;1712
;;Matachí;28.8431;-107.7556;Mexico;MX;8;Chihuahua;minor;1710;1710
;;Tanetze de Zaragoza;17.3667;-96.3;Mexico;MX;;Oaxaca;minor;1707;1707
;;San Pedro Yólox;17.5885;-96.5515;Mexico;MX;;Oaxaca;minor;1698;1698
;;Nueva Rosita;27.939;-101.218;Mexico;MX;5;Coahuila de Zaragoza;;36642;34851
;;Carichí;27.9167;-107.05;Mexico;MX;8;Chihuahua;minor;1672;1672
;;La Cruz;27.8639;-105.1964;Mexico;MX;8;Chihuahua;minor;1671;1671
;;San Andrés Solaga;17.2667;-96.2333;Mexico;MX;;Oaxaca;minor;1671;1671
;;Ocampo;27.3139;-102.3972;Mexico;MX;5;Coahuila de Zaragoza;minor;3679;3679
;;Momax;21.9333;-103.3167;Mexico;MX;;Zacatecas;minor;1626;1626
;;Santo Domingo de Morelos;15.833;-96.6681;Mexico;MX;;Oaxaca;minor;1620;1620
;;San Jerónimo Tecóatl;18.1667;-96.9167;Mexico;MX;;Oaxaca;minor;1590;1590
;;San Juan del Rio del Centauro del Norte;24.7764;-104.4597;Mexico;MX;;Durango;minor;;
;;Santa María Camotlán;17.9;-97.6833;Mexico;MX;;Oaxaca;minor;1568;1568
;;Magdalena Yodocono de Porfirio Díaz;17.3814;-97.3575;Mexico;MX;;Oaxaca;minor;1554;1554
;;Landero y Coss;19.7333;-96.85;Mexico;MX;;Veracruz;minor;1534;1534
;;Chiconamel;21.2333;-98.45;Mexico;MX;;Veracruz;minor;1517;1517
;;Xayacatlán de Bravo;18.25;-97.9667;Mexico;MX;;Puebla;minor;1513;1513
;;San José Ayuquila;17.9408;-97.9692;Mexico;MX;;Oaxaca;minor;1512;1512
;;San Pedro Apóstol;16.7333;-96.7167;Mexico;MX;;Oaxaca;minor;1505;1505
;;San Juan Yaee;17.4333;-96.2833;Mexico;MX;;Oaxaca;minor;1481;1481
;;Santa María Sola;16.5667;-97;Mexico;MX;;Oaxaca;minor;1471;1471
;;San Agustín Amatengo;16.5167;-96.7833;Mexico;MX;;Oaxaca;minor;1459;1459
;;San Juan Bautista Jayacatlán;17.4167;-96.8167;Mexico;MX;;Oaxaca;minor;1456;1456
;;Apulco;21.3833;-102.6667;Mexico;MX;;Zacatecas;minor;1453;1453
;;San Sebastián Nicananduta;17.5167;-97.6833;Mexico;MX;;Oaxaca;minor;1441;1441
;;Santiago Cacaloxtepec;17.7167;-97.7333;Mexico;MX;;Oaxaca;minor;1441;1441
;;Zapotitlán Palmas;17.8889;-97.8178;Mexico;MX;;Oaxaca;minor;1431;1431
;;Santa Catarina Cuixtla;16.3;-96.65;Mexico;MX;;Oaxaca;minor;1427;1427
;;San Pablo Cuatro Venados;17;-96.9;Mexico;MX;;Oaxaca;minor;1411;1411
;;Real de Catorce;23.6897;-100.8875;Mexico;MX;;San Luis Potosí;minor;1392;1392
;;Bustamante;23.4353;-99.7569;Mexico;MX;;Tamaulipas;minor;1392;1392
;;San Jerónimo Silacayoapilla;17.8086;-97.8456;Mexico;MX;;Oaxaca;minor;1391;1391
;;Santa Isabel;28.3422;-106.3683;Mexico;MX;8;Chihuahua;minor;1378;1378
;;Magdalena Mixtepec;16.9;-96.9;Mexico;MX;;Oaxaca;minor;1375;1375
;;Copala;16.65;-98.9833;Mexico;MX;12;Guerrero;minor;;
;;San Luis del Cordero;25.4167;-104.2667;Mexico;MX;;Durango;minor;1584;1584
;;Arivechi;28.9333;-109.1833;Mexico;MX;;Sonora;minor;1280;1280
;;San Juan Tabaá;17.3;-96.2;Mexico;MX;;Oaxaca;minor;1280;1280
;;Nonoava;27.4667;-106.7333;Mexico;MX;8;Chihuahua;minor;1272;1272
;;Santiago Yogana;16.4667;-96.8;Mexico;MX;;Oaxaca;minor;1264;1264
;;San Pedro Mártir Yucuxaco;17.4333;-97.6167;Mexico;MX;;Oaxaca;minor;1239;1239
;;Nanahuatípam;18.1333;-97.1167;Mexico;MX;;Oaxaca;minor;1227;1227
;;Batopilas;27.0267;-107.7394;Mexico;MX;8;Chihuahua;minor;1220;1220
;;San Pedro Taviche;16.6364;-96.5372;Mexico;MX;;Oaxaca;minor;1208;1208
;;San Cristóbal Lachirioag;17.3333;-96.1667;Mexico;MX;;Oaxaca;minor;1206;1206
;;Uruachi;27.8672;-108.2158;Mexico;MX;8;Chihuahua;minor;1199;1199
;;Calihualá;17.5333;-98.2833;Mexico;MX;;Oaxaca;minor;1182;1182
;;Totoltepec de Guerrero;18.2333;-97.85;Mexico;MX;;Puebla;minor;1180;1180
;;Cotaxtla;18.8333;-96.3833;Mexico;MX;;Veracruz;minor;1167;1167
;;Parras de la Fuente;25.4403;-102.1792;Mexico;MX;5;Coahuila de Zaragoza;minor;45423;33817
;;San Francisco de Borja;27.8833;-106.6667;Mexico;MX;8;Chihuahua;minor;1157;1157
;;Huachinera;30.2;-108.95;Mexico;MX;;Sonora;minor;1147;1147
;;San Mateo Nejápam;17.65;-98.4167;Mexico;MX;;Oaxaca;minor;1144;1144
;;Huépac;29.9;-110.2;Mexico;MX;;Sonora;minor;1142;1142
;;San Nicolás;16.4333;-96.75;Mexico;MX;;Oaxaca;minor;1135;1135
;;Piedras Negras;28.7;-100.5231;Mexico;MX;5;Coahuila de Zaragoza;minor;163595;139169
;;Coronado;26.7376;-105.1583;Mexico;MX;8;Chihuahua;minor;1121;1121
;;San Mateo Etlatongo;17.4167;-97.2667;Mexico;MX;;Oaxaca;minor;1107;1107
;;Urique;27.2167;-107.9167;Mexico;MX;8;Chihuahua;minor;1102;1102
;;Rojas de Cuauhtémoc;17.005;-96.6181;Mexico;MX;;Oaxaca;minor;1095;1095
;;San Miguel Huautla;17.7333;-97.1333;Mexico;MX;;Oaxaca;minor;1094;1094
;;Palmillas;23.3019;-99.5489;Mexico;MX;;Tamaulipas;minor;1092;1092
;;Cajonos;17.1667;-96.2833;Mexico;MX;;Oaxaca;minor;1089;1089
;;San Pedro del Gallo;25.55;-104.3;Mexico;MX;;Durango;minor;634;634
;;Santa María Cortijo;16.45;-98.2833;Mexico;MX;;Oaxaca;minor;1075;1075
;;San Pedro Mixtepec;16.2667;-96.2833;Mexico;MX;;Oaxaca;minor;1074;1074
;;San Juan Diuxi;17.2806;-97.3736;Mexico;MX;;Oaxaca;minor;1071;1071
;;Benito Juárez;20.8833;-98.2;Mexico;MX;;Veracruz;minor;1069;1069
;;Yaganiza;17.1333;-96.2333;Mexico;MX;;Oaxaca;minor;1063;1063
;;San José Estancia Grande;16.3667;-98.25;Mexico;MX;;Oaxaca;minor;1059;1059
;;Santa Cruz;31.2336;-110.5953;Mexico;MX;;Sonora;minor;1038;1038
;;Xagacía;17.1667;-96.2667;Mexico;MX;;Oaxaca;minor;1030;1030
;;San Miguel Ejutla;16.5833;-96.7333;Mexico;MX;;Oaxaca;minor;1014;1014
;;San Cristóbal Amoltepec;17.2833;-97.5667;Mexico;MX;;Oaxaca;minor;1004;1004
;;San Francisco Huehuetlán;18.2;-96.95;Mexico;MX;;Oaxaca;minor;991;991
;;San Melchor Betaza;17.2514;-96.155;Mexico;MX;;Oaxaca;minor;986;986
;;Colonia Manuel González;19.075;-96.6958;Mexico;MX;;Veracruz;minor;982;982
;;Santos Reyes Tepejillo;17.4333;-97.9333;Mexico;MX;;Oaxaca;minor;980;980
;;Huásabas;29.9;-109.3;Mexico;MX;;Sonora;minor;966;966
;;Progreso;27.4167;-100.9833;Mexico;MX;5;Coahuila de Zaragoza;minor;;
;;Santa Inés Yatzeche;16.8;-96.75;Mexico;MX;;Oaxaca;minor;952;952
;;San Francisco Jaltepetongo;17.3833;-97.2667;Mexico;MX;;Oaxaca;minor;949;949
;;San Lorenzo;17.6667;-98.1167;Mexico;MX;;Oaxaca;minor;942;942
;;Granados;29.8667;-109.2833;Mexico;MX;;Sonora;minor;938;938
;;Yucuyachi;17.6167;-98.2;Mexico;MX;;Oaxaca;minor;936;936
;;San Carlos;29.1;-103.9;Mexico;MX;8;Chihuahua;minor;916;916
;;Sáric;31.1031;-111.3778;Mexico;MX;;Sonora;minor;892;892
;;Santiago Nundíche;17.3333;-97.6667;Mexico;MX;;Oaxaca;minor;877;877
;;Apoala;17.6472;-97.1361;Mexico;MX;;Oaxaca;minor;875;875
;;Fronteras;30.8961;-109.5583;Mexico;MX;;Sonora;minor;874;834
;;San Pedro Tidaá;17.3333;-97.3833;Mexico;MX;;Oaxaca;minor;873;873
;;Santa Catalina Quieri;16.3167;-96.2667;Mexico;MX;;Oaxaca;minor;871;871
;;Santo Domingo Ozolotepec;16.15;-96.3167;Mexico;MX;;Oaxaca;minor;870;870
;;San Cristóbal de la Barranca;21.0444;-103.4292;Mexico;MX;;Jalisco;minor;859;859
;;Santa Catarina de Tepehuanes;25.3396;-105.7245;Mexico;MX;;Durango;minor;;
;;San Juan Atzompa;18.7575;-98.0236;Mexico;MX;;Puebla;minor;856;856
;;San Martín de los Canseco;16.65;-96.7333;Mexico;MX;;Oaxaca;minor;851;851
;;Morelos;26.6708;-107.6775;Mexico;MX;8;Chihuahua;minor;813;813
;;Santa María Guelacé;17;-96.6;Mexico;MX;;Oaxaca;minor;813;813
;;San Lorenzo Cuaunecuiltitla;18.2;-96.9;Mexico;MX;;Oaxaca;minor;807;807
;;Maguarichi;27.8581;-107.9939;Mexico;MX;8;Chihuahua;minor;801;801
;;Bocoyna;27.8403;-107.5892;Mexico;MX;8;Chihuahua;minor;796;796
;;San Francisco Chindúa;17.4167;-97.3167;Mexico;MX;;Oaxaca;minor;791;791
;;San Pedro Ocopetatillo;18.2;-96.9167;Mexico;MX;;Oaxaca;minor;790;790
;;San Juan Sayultepec;17.45;-97.2833;Mexico;MX;;Oaxaca;minor;788;788
;;Saltillo;19.2966;-97.299;Mexico;MX;;Puebla;minor;762;762
;;Asunción Tlacolulita;16.3;-95.7167;Mexico;MX;;Oaxaca;minor;758;758
;;Santa Catarina Tlaltempan;18.6171;-98.0796;Mexico;MX;;Puebla;minor;756;756
;;Santa Clara;24.4753;-103.3572;Mexico;MX;;Durango;minor;;
;;Atil;30.8436;-111.5836;Mexico;MX;;Sonora;minor;734;734
;;Santa María Chachoápam;17.55;-97.3;Mexico;MX;;Oaxaca;minor;733;733
;;San Miguel Tenango;16.2667;-95.6;Mexico;MX;;Oaxaca;minor;729;729
;;Carretas;28.2489;-106.51;Mexico;MX;8;Chihuahua;minor;726;726
;;San Andrés Sinaxtla;17.4667;-97.2833;Mexico;MX;;Oaxaca;minor;716;716
;;Cosoltepec;18.1333;-97.7833;Mexico;MX;;Puebla;minor;716;716
;;San Miguel Achiutla;17.3;-97.4833;Mexico;MX;;Oaxaca;minor;712;712
;;Coyame;29.4614;-105.0972;Mexico;MX;8;Chihuahua;minor;709;709
;;Santa María del Oro;25.9333;-105.3667;Mexico;MX;;Durango;minor;5878;5878
;;Totoltepec;18.6667;-98.35;Mexico;MX;;Puebla;minor;699;699
;;San Pedro Mártir Quiechapa;16.4167;-96.25;Mexico;MX;;Oaxaca;minor;693;693
;;Sitio de Xitlapehua;16.3667;-96.55;Mexico;MX;;Oaxaca;minor;669;669
;;Santa Catarina Tayata;17.35;-97.5667;Mexico;MX;;Oaxaca;minor;663;663
;;San Andrés;28.5458;-106.5017;Mexico;MX;8;Chihuahua;minor;662;662
;;San Juan Mixtepec;16.2667;-96.3;Mexico;MX;;Oaxaca;minor;660;660
;;Santiago Papasquiaro;25.0439;-105.4192;Mexico;MX;;Durango;minor;26121;26121
;;Conchos;27.5833;-105.3167;Mexico;MX;8;Chihuahua;minor;644;644
;;Yatzachi;17.2167;-96.2167;Mexico;MX;;Oaxaca;minor;641;641
;;Súchil;23.6333;-103.9167;Mexico;MX;;Durango;minor;4107;4107
;;San Mateo Cajonos;17.15;-96.2;Mexico;MX;;Oaxaca;minor;616;616
;;Tamazula de Victoria;24.97;-106.9656;Mexico;MX;;Durango;minor;2337;2337
;;Nativitas;17.6667;-97.3333;Mexico;MX;;Oaxaca;minor;585;585
;;Santa Cruz Tayata;17.3564;-97.5686;Mexico;MX;;Oaxaca;minor;583;583
;;San Juan Ihualtepec;17.6667;-98.2833;Mexico;MX;;Oaxaca;minor;580;580
;;Yucuita;17.5;-97.2667;Mexico;MX;;Oaxaca;minor;567;567
;;Jaltepetongo;17.6833;-97.0333;Mexico;MX;;Oaxaca;minor;545;545
;;Santiago Huauclilla;17.45;-97.0833;Mexico;MX;;Oaxaca;minor;529;529
;;Ocampo;28.1933;-108.3667;Mexico;MX;8;Chihuahua;minor;527;527
;;Santiago Tillo;17.45;-97.3167;Mexico;MX;;Oaxaca;minor;523;523
;;Santa Ana Ateixtlahuaca;18.2097;-96.9058;Mexico;MX;;Oaxaca;minor;516;516
;;Santiago Lalopa;17.4167;-96.25;Mexico;MX;;Oaxaca;minor;498;498
;;Santa María del Rosario;17.3517;-97.5936;Mexico;MX;;Oaxaca;minor;482;482
;;San Miguel Ixitlán;18;-97.7667;Mexico;MX;;Puebla;minor;477;477
;;San Juan Yatzona;17.4;-96.1667;Mexico;MX;;Oaxaca;minor;474;474
;;Santa María Yavesía;17.2333;-96.4;Mexico;MX;;Oaxaca;minor;472;472
;;Tepetlapa;17.6667;-98.3833;Mexico;MX;;Oaxaca;minor;472;472
;;Santa María Nduayaco;17.4103;-97.4972;Mexico;MX;;Oaxaca;minor;466;466
;;Satevó;27.9542;-106.1064;Mexico;MX;8;Chihuahua;minor;445;445
;;San Francisco Cajonos;17.3167;-96.25;Mexico;MX;;Oaxaca;minor;440;440
;;San Andrés Yaá;17.3;-96.15;Mexico;MX;;Oaxaca;minor;422;422
;;Magdalena Zahuatlán;17.3833;-97.2167;Mexico;MX;;Oaxaca;minor;415;415
;;San Vicente Nuñu;17.4667;-97.45;Mexico;MX;;Oaxaca;minor;413;413
;;Santiago Zoochila;17.2167;-96.2333;Mexico;MX;;Oaxaca;minor;402;402
;;San Juan Achiutla;17.3444;-97.5069;Mexico;MX;;Oaxaca;minor;376;376
;;San Francisco Nuxaño;17.3833;-97.35;Mexico;MX;;Oaxaca;minor;367;367
;;Santa Cruz de Bravo;17.5817;-98.2231;Mexico;MX;;Oaxaca;minor;356;356
;;Opodepe;29.9167;-110.6167;Mexico;MX;;Sonora;minor;346;346
;;Huejotitán;27.0667;-106.2;Mexico;MX;8;Chihuahua;minor;345;243
;;Zoogocho;17.2375;-96.2433;Mexico;MX;;Oaxaca;minor;334;334
;;Santo Domingo Yodohino;17.6167;-97.6833;Mexico;MX;;Oaxaca;minor;314;314
;;Yalina;17.25;-96.2667;Mexico;MX;;Oaxaca;minor;267;267
;;San Miguel Tecomatlán;17.3833;-97.2667;Mexico;MX;;Oaxaca;minor;266;266
;;Valle del Rosario;27.3167;-106.3;Mexico;MX;8;Chihuahua;minor;263;263
;;Santiago Nejapilla;17.4333;-97.3667;Mexico;MX;;Oaxaca;minor;202;202
;;Santo Domingo Tlatayapam;17.4067;-97.3461;Mexico;MX;;Oaxaca;minor;132;132
;;San Martín Huamelulpam;17.3972;-97.6014;Mexico;MX;;Oaxaca;minor;113;113
;;San Diego de Alejandría;20.8667;-101.9;Mexico;MX;;Jalisco;minor;7349;7349
;;San Nicolás;24.6833;-98.8167;Mexico;MX;;Tamaulipas;minor;87;87
;;Cusihuiriachi;28.2411;-106.8367;Mexico;MX;8;Chihuahua;minor;63;63
;;Ciudad Ayala;18.7667;-98.9833;Mexico;MX;;Morelos;minor;6;6
;;Los Reyes Acaquilpan;19.3636;-98.9771;Mexico;MX;;México;minor;;
;;Xico;19.2917;-98.9389;Mexico;MX;;México;minor;;
;;Ocozocoautla de Espinosa;16.7615;-93.3757;Mexico;MX;7;Chiapas;minor;;
;;San Gabriel;19.748;-103.7673;Mexico;MX;;Jalisco;minor;;
;;San Ignacio Cerro Gordo;20.7456;-102.5347;Mexico;MX;;Jalisco;minor;;
;;Tlapacoyan;19.9617;-97.2108;Mexico;MX;;Veracruz;minor;;
;;San Antonio la Isla;19.1644;-99.5668;Mexico;MX;;Morelos;minor;;
;;San Andrés Tuxtla;18.4487;-95.2133;Mexico;MX;;Veracruz;minor;;
;;Venustiano Carranza;16.3384;-92.5616;Mexico;MX;7;Chiapas;minor;;
;;General Zuazua;25.897;-100.1082;Mexico;MX;;Nuevo León;minor;;
;;Heróica Zitácuaro;19.4361;-100.3572;Mexico;MX;;Michoacán de Ocampo;minor;;
;;San Juan de los Lagos;21.2458;-102.3308;Mexico;MX;;Jalisco;minor;69725;69725
;;San Juanito de Escobedo;20.8;-104;Mexico;MX;;Jalisco;minor;9433;9433
;;San Julián;21.0167;-102.1667;Mexico;MX;;Jalisco;minor;15890;15890
;;Zinacatepec;18.3352;-97.2462;Mexico;MX;;Puebla;minor;;
;;Villa Vicente Guerrero;19.119;-98.17;Mexico;MX;;Tlaxcala;minor;;
;;Puente de Ixtla;18.6172;-99.3224;Mexico;MX;;Morelos;minor;;
